No|Fakultas|Jurusan|Kode|ID|Matakuliah|Aksi
220|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413122014C|1165|KS141312 - Manajemen Proyek TI C|setting
221|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|DTB|1166|Dam Tanah dan Bantuan|setting
222|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|DdP|1167|Dewatering dan Penggalian|setting
223|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|MEHG|1168|Metode Elemen Hingga untuk Geoteknik|setting
224|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|MPTh|1169|Metode Perbaikan Tanah|setting
225|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|MTL|1173|Mekanik Tanah Lanjut|setting
226|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|TG|1174|Tanah Gambut|setting
227|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|MPn|1175|Metodologi Penelitian|setting
228|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|rpdpg|1176|Rekayasa Pondasi dan Pemodelan Geoteknik|setting
229|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|rdpmt|1177|Rheologi dan Perilaku Mikroskopis Tanah|setting
230|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|mbt|1178|Mekanika Batuan|setting
231|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|ptli|1179|Pengujian Tanah lanjut dan Intepretasinya|setting
232|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|addkug|1180|Analisa Data dan Keandalan Untuk Geoteknik|setting
233|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|mrek|1181|Matematika Rekayasa|setting
234|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Strategi|1182|Manajemen Strategi|setting
235|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Desain|1184|Manajemen Desain|setting
236|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Utilitas|1185|Utilitas|setting
237|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Informasi proyek|1186|Manajemen Informasi proyek|setting
238|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Teknologi Konstruksi|1187|Manajemen Teknologi Konstruksi|setting
239|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Metodologi Penelitian|1188|Metodologi Penelitian|setting
240|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|msdm|1189|Manajemen Sumber Daya Manusia|setting
241|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Kualitas dan Resiko|1190|Manajemen Kualitas dan Resiko|setting
242|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Pengadaan dan Kontrak Konstruksi|1191|Manajemen Pengadaan dan Kontrak Konstruksi|setting
243|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Proyek|1192|Manajemen Proyek|setting
244|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Keuangan dan Akutansi|1193|Manajemen Keuangan dan Akutansi|setting
245|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Analisa Sistem dan Pengambilan Keputusan|1194|Analisa Sistem dan Pengambilan Keputusan|setting
246|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Prospen I|1196|Proses Perpindahan I|setting
247|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Teknologi Partikel|1197|Teknologi Partikel|setting
248|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Statistik Terapan|1198|Statistik Terapan|setting
249|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Aspek Lingkungan pada pengelolaan SDA|1199|Aspek Lingkungan pada pengelolaan SDA|setting
250|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Sumber Daya Air Terpadu|1200|Manajemen Sumber Daya Air Terpadu|setting
251|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Rekayasa Pengelolaan Sumber Daya Air|1201|Rekayasa Pengelolaan Sumber Daya Air|setting
252|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Hidrolika Sungai dan Perpipaan|1202|Hidrolika Sungai dan Perpipaan|setting
253|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Data Driven dan Computational Intelegence|1203|Data Driven dan Computational Intelegence|setting
254|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Metodologi Penelitian2|1204|Metodologi Penelitian|setting
255|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Hidrologi|1205|Hidrologi|setting
256|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Pemrograman Komputer dan Sistem Informasi|1206|Pemrograman Komputer dan Sistem Informasi|setting
257|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Analisa Sumber Daya Air|1207|Analisa Sumber Daya Air|setting
258|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Aplikasi Statistika untuk keairan|1208|Aplikasi Statistika untuk keairan|setting
259|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Aplikasi Matematila Untuk Keairan|1209|Aplikasi Matematila Untuk Keairan|setting
260|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Airport|1210|Manajemen Airport|setting
261|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Pelabuhan|1211|Manajemen Pelabuhan|setting
262|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Kerusakan jalan|1212|Manajemen Kerusakan jalan|setting
263|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Perencanaan Geometrik Lanjut|1213|Perencanaan Geometrik Lanjut|setting
264|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Sistem Transportasi masal|1214|Sistem Transportasi masal|setting
265|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Dampak Lingkungan dan Keselamatan transportasi|1215|Dampak Lingkungan dan Keselamatan transportasi|setting
266|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Metodologi Penelitian3|1216|Metodologi Penelitian|setting
267|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Fasilitas Transportasi dan Perpindahan Moda|1217|Fasilitas Transportasi dan Perpindahan Moda|setting
268|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Pemodelan Transportasi|1218|Pemodelan Transportasi|setting
269|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Rekayasa Jalan Raya dan Perkerasan|1219|Rekayasa Jalan Raya dan Perkerasan|setting
270|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Ekonomi Transportasi|1220|Ekonomi Transportasi|setting
271|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Rekaya dam Manajemen Lalu Lintas|1221|Rekaya dam Manajemen Lalu Lintas|setting
272|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Sistem dan perencanaan Transportasi|1222|Sistem dan perencanaan Transportasi|setting
273|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Metode Kuatitatif untuk Rekayasa Transportasi2|1224|Metode Kuatitatif untuk Rekayasa Transportasi|setting
274|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Inventarisasi Sistem Informasi Manajemen Aset Infrastruktur|1226|Inventarisasi Sistem Informasi Manajemen Aset Infrastruktur|setting
275|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Strategi Infrastruktur|1227|Manajemen Strategi Infrastruktur|setting
276|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Studi kasus Manajemen Aset Infrastruktur|1228|Studi kasus Manajemen Aset Infrastruktur|setting
277|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Dasar Teknik Valuasi dan Teknik Evaluasi|1229|Dasar Teknik Valuasi dan Teknik Evaluasi|setting
278|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Metodologi Pengambilan Keputusan Metodologi Penelitian|1230|Metodologi Pengambilan Keputusan Metodologi Penelitian|setting
279|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Manajemen Pemeliharaan Infrastruktur ke PU an|1231|Manajemen Pemeliharaan Infrastruktur ke PU an|setting
280|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Ekonomi Manajemen Aset Infrastruktur|1232|Ekonomi Manajemen Aset Infrastruktur|setting
281|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Metodologi Penelitian4|1233|Metodologi Penelitian|setting
282|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Kebijakan Permukiman dan Prasarana Wilayah|1234|Kebijakan Permukiman dan Prasarana Wilayah|setting
283|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Sistem Wilayah, Lingkungan dan Hukum Pertahanan|1235|Sistem Wilayah, Lingkungan dan Hukum Pertahanan|setting
284|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Dasar-Dasar Manajemen Aset Infrastruktur|1236|Dasar-Dasar Manajemen Aset Infrastruktur|setting
285|Program Pasca Sarjana (PPS)|Magister Teknik Sipil|Sistem Infrastruktur kePUan2|1238|Sistem Infrastruktur kePUan|setting
286|Fakultas Ilmu Alam (FIA)|Fisika|SF1342|1239|Fisika Statistik|setting
287|Fakultas Teknologi Industri (FTI)|Teknik Fisika|STATISTIK ENERGI|1266|STATISTIK ENERGI|setting
288|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TEKNIK OPTIMASI|1267|TF 141401 TEKNIK OPTIMASI|setting
289|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO 141414|1306|Pemodelan Fisik & Numerik|setting
290|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO 141413|1307|Pengerukan dan Reklamasi|setting
291|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO 141314|1308|Perancangan Struktur Pantai (TRB I)|setting
292|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO 141312|1309|Struktur Perlindungan Pantai|setting
293|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO 141211|1310|Pondasi Bangunan Laut|setting
294|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO 141210|1311|Mekanika Tanah|setting
295|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Medisinal|1317|Kimia Medisinal|setting
296|Fakultas Ilmu Alam (FIA)|Kimia|Bioassay|1318|Bioassay|setting
297|Fakultas Ilmu Alam (FIA)|Kimia|Wawasan Riset|1319|Wawasan Riset|setting
298|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|ds2|1347|Dinamika Struktur II|setting
299|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|FKl|1348|Fisika Kelautan|setting
300|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|Mtk|1349|Menggambar Teknik|setting
301|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|AI|1392|Agama Islam|setting
302|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184101|1402|ME184101-MENGGAMBAR TEKNIK dan CAD|setting
303|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TUGAS AKHIR|1409|TF 141581 TUGAS AKHIR (PAK TUTUG)|setting
304|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1414132014_|1411|KS141413 - Manajemen Kualitas SI/TI|setting
305|Sistem Pembelajaran Daring (SPADA) Indonesia|none|PPL-TC_1|1422|Perancangan Perangkat Lunak|setting
306|Sistem Pembelajaran Daring (SPADA) Indonesia|none|pdaa|1424|Perancangan dan Analisis Algoritma|setting
307|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Statistika_1_1|1425|KS091207 - Statistika|setting
308|Sistem Pembelajaran Daring (SPADA) Indonesia|none|SFB3_1|1426|Sistem Fungsional Bisnis 2|setting
309|Sistem Pembelajaran Daring (SPADA) Indonesia|none|Pemantauan dan Evaluasi TI_1_1|1427|KS091325 - Pemantauan dan Evaluasi TI|setting
310|Sistem Pembelajaran Daring (SPADA) Indonesia|none|TB141301_1|1429|TB141301 Pengantar Manajemen Bisnis|setting
311|Sistem Pembelajaran Daring (SPADA) Indonesia|none|manufaktur-daring|1431|TI091302 Proses Manufaktur|setting
312|Sistem Pembelajaran Daring (SPADA) Indonesia|none|metnum|1432|Metode Numerik|setting
313|Sistem Pembelajaran Daring (SPADA) Indonesia|none|hibah02_1_1|1433|Instrumentasi Lanjut|setting
314|Sistem Pembelajaran Daring (SPADA) Indonesia|none|MBD_1|1435|Manajemen Basis Data|setting
315|Sistem Pembelajaran Daring (SPADA) Indonesia|none|TF141212-Daring|1436|TF141212 Fisika Rekayasa I|setting
316|Sistem Pembelajaran Daring (SPADA) Indonesia|none|KS141314-Daring|1442|KS141314 Perencanaan Sumber Daya Perusahaan|setting
317|Sistem Pembelajaran Daring (SPADA) Indonesia|Backup PDITT|TK141223-Daring|1444|TK141223 Kimia Analisa|setting
318|Sistem Pembelajaran Daring (SPADA) Indonesia|Backup PDITT|Bising-Daring|1445|Bising Lingkungan|setting
319|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KKI|1448|KS141208 - Kepemimpinan dan Ketrampilan Interpersonal|setting
320|Sistem Pembelajaran Daring (SPADA) Indonesia|none|KS091303-Daring|1450|KS091303 Sistem Operasi|setting
321|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|CFD|1454|MARINE CFD|setting
322|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|CNC|1455|CNC|setting
323|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME141302|1456|MEKANIKA TEKNIK|setting
324|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME141315|1457|GETARAN SISTEM PERMESINAN|setting
325|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|SC|1460|KS141322 - Sistem Cerdas|setting
326|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ELEKTROMAGNETIKA|1462|TF 141242 ELEKTROMAGNETIKA|setting
327|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1414042014_|1464|KS141404 - Teknik Peramalan|setting
328|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1414012014A|1467|KS141401 - Sistem Pendukung Keputusan A|setting
329|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1413162014|1470|KS141316 - Manajemen Layanan TI|setting
330|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|52100KS1414072014|1475|KS141407 - Pemrograman Integratif|setting
331|Fakultas Teknologi Industri (FTI)|Teknik Fisika|MP16|1478|TF 141361 METODOLOGI PENELITIAN (BU AULIA)|setting
332|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Manajemen Survei dan Pemetaan - ABC|1487|RG141331 - Manajemen Survei dan Pemetaan - ABC|setting
333|Sistem Pembelajaran Daring (SPADA) Indonesia|none|MRT_1|1488|Manajemen Resiko Teknologi Informasi|setting
334|Fakultas Ilmu Alam (FIA)|Kimia|KOb|1489|Kimia Obat|setting
335|Fakultas Ilmu Alam (FIA)|Kimia|RSOk|1490|Reaksi Senyawa Organik|setting
336|Fakultas Ilmu Alam (FIA)|Kimia|KPn|1491|Kimia Pangan|setting
337|Fakultas Ilmu Alam (FIA)|Kimia|KMA|1492|Kimia Minyak Atsiri|setting
338|Fakultas Ilmu Alam (FIA)|Kimia|koba|1493|Kimia Organik Bahan Alam|setting
339|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184519|1495|ME184519 - DESAIN II: PROPELLER dan SISTEM PERPOROSAN|setting
340|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TABUAULIUA|1508|TF 141581 TUGAS AKHIR BIMBINGAN BU AULIA|setting
341|Fakultas Teknologi Industri (FTI)|Teknik Fisika|MET PEN AULIA|1509|METODOLOGI PENELITIAN DAN PROPOSAL TESIS S2|setting
342|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|en-reading-blend|1510|Blended Learning for Reading|setting
343|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KEANDALAN KELAS BU AULIA|1520|TF 141382 KEANDALAN KELAS BU AULIA|setting
344|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Kadaster Laut|1521|RG141567 - Kadaster Laut|setting
345|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1843082018A|1531|RM184308 - Sistem Basis Data - ABC|setting
346|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RG1412012014_|1532|RG141201 - Matriks, Ruang dan Vektor|setting
347|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Sistem Enterprise|1573|IS185912 - Topik Dalam Sistem Enterprise|setting
348|Fakultas Teknologi Industri (FTI)|Teknik Industri|Manbi|1576|Manajemen Biaya dan Investasi|setting
349|Fakultas Teknologi Industri (FTI)|Teknik Industri|Prodman|1577|Produktivitas Manufaktur|setting
350|Fakultas Teknologi Industri (FTI)|Teknik Industri|AMS|1578|Advanced Manufacturing Systems|setting
351|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141302|1582|Matematika Diskrit|setting
352|Fakultas Ilmu Alam (FIA)|Kimia|DKO|1589|Dasar Kimia Organik|setting
353|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RG1412032014_|1590|RG141203 - Kalkulus|setting
354|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Gravimetri|1591|RG141463 - Gravimetri|setting
355|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Satelit Altimetri|1592|RG141454 - Satelit Altimetri|setting
356|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1849552018_|1595|RM184955 - Sistem Informasi Pertanahan|setting
357|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|UK JTMM GENAP 2015/2016|1620|UJI KOMPREHENSIF TEKNIK MATERIAL & METALURGI|setting
358|Fakultas Teknologi Industri (FTI)|Teknik Fisika|24100TF1413562014B|1630|TF141356 TEKNIK OPTIK B|setting
359|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141108|1640|Bahasa Inggris|setting
360|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141301|1641|Dasar Pemrograman E|setting
361|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141303|1642|Sistem dan Teknologi Informasi|setting
362|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141304|1643|Sistem Digital|setting
363|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|SM141203|1644|Kalkulus I|setting
364|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141101|1649|Pendidikan Agama Islam|setting
365|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141102|1651|Pendidikan Agama Kristen Protestan|setting
366|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141103|1652|Pendidikan Agama Katolik|setting
367|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141104|1653|Pendidikan Agama Hindu|setting
368|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141105|1655|Pendidikan Agama Budha|setting
369|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141110|1656|Pendidikan Agama Konghucu|setting
370|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141106|1657|Wawasan Kebangsaan|setting
371|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141305|1658|Aljabar Linier|setting
372|Fakultas Teknologi Industri (FTI)|Teknik Kimia|PIK (2)|1659|Pengantar Industri Kimia|setting
373|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141306|1660|Organisasi Komputer|setting
374|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141307|1661|Struktur Data|setting
375|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141331|1662|Matematika Informatika|setting
376|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141308-PBO-F|1663|Pemrograman Berorientasi Objek F|setting
377|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141309|1664|Perancangan dan Analisis Algoritma I Daring Spada|setting
378|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141310|1665|Probabilitas dan Statistik|setting
379|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141311|1666|Sistem Basis Data|setting
380|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141312|1667|Sistem Operasi|setting
381|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141313|1668|Teori Graf|setting
382|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141314|1669|Jaringan Komputer|setting
383|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141315|1670|Kecerdasan Buatan|setting
384|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141316|1671|Manajemen Basis Data|setting
385|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141317|1672|Otomata|setting
386|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141318|1673|Pemrograman Web|setting
387|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141320|1675|Analisis dan Perancangan Sistem Informasi|setting
388|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141321|1676|Grafika Komputer C|setting
389|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141322|1677|Kecerdasan Komputasional|setting
390|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141323|1678|Komputasi Numerik|setting
391|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141324|1679|Pemrograman Jaringan|setting
392|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141325|1680|Perancangan Perangkat Lunak|setting
393|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141327|1682|Keamanan Informasi dan Jaringan|setting
394|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141328|1683|Rekayasa Kebutuhan Kelas E (2018)|setting
395|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141329|1684|Manajemen Proyek Perangkat Lunak|setting
396|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141330|1685|Kerja Praktik|setting
397|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141109|1686|Technopreneurship|setting
398|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141501|1687|Proposal Tugas Akhir|setting
399|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|IG141107|1688|Wawasan Teknologi dan Komunikasi Ilmiah|setting
400|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|KI141502|1689|Tugas Akhir|setting
401|Fakultas Ilmu Alam (FIA)|Biologi|LAGI|1694|UJI COBA|setting
402|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MEKBAN|1695|MEKANIKA BAHAN|setting
403|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|DK1-Septia|1724|Tugas Desain Kapal I (Septia Hardy S.)|setting
404|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|DK2-Septia|1725|Tugas Desain Kapal II (Septia Hardy S.)|setting
