No|Fakultas|Jurusan|Matakuliah
2467|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Studi Kreatifitas dan Metodologi Desain
2468|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Produk|Dasar Desain 2
2469|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Produk|Gambar 2
2470|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|UG18490X - Agama
2471|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Komunikasi
2472|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|UG184911 - Pancasila
2473|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Periklanan
2474|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Videografi
2475|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Ilustrasi
2476|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Komunikasi VIsual Promosi
2477|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Fisika Dasar I
2478|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EW184001 - Pengantar Teknologi Elektro
2479|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180101 Kimia [W]
2480|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180104 Fisika 1 [W]
2481|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180153 Matematika 1 [W]
2482|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180912 Bahasa Indonesia [W]
2483|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Menggambar Teknik
2484|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180913 Kewarganegaraan [W]
2485|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EW184002 - Dasar Pemrograman - A
2486|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180101 Menggambar Teknik [W]
2487|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180102 Teknologi Informasi dan Komunikasi [W]
2488|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|KM184201 - Matematika II
2489|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Mikrobiologi Lingkungan
2490|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180206 Teknik Pengukuran dan Kalibrasi [Pengayaan]
2491|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|SF184202 - Fisika II
2492|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Mata Kuliah Pilihan
2493|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180205 Elektronika Analog [W]
2494|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180204 Rangkaian Listrik [W]
2495|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|UG184913 - Kewarganegaraan
2496|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Metodologi Riset Desain
2497|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180203 Matematika Terapan [W]
2498|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180914 Bahasa Inggris [W]
2499|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Animasi
2500|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|UG184912 - Bahasa Indonesia
2501|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180911 Pancasila [W]
2502|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Produk|DP184306-Gambar 3
2503|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Matematika I
2504|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180905 Agama Buddha [W]
2505|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Komunikasi Visual Lingkungan
2506|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|SK184101 - Kimia I
2507|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180904 Agama Hindu [W]
2508|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EW184003 - Rangkaian Listrik
2509|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180903 Agama Katolik [W]
2510|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Produk|DP184307-Gambar Teknik
2511|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180902 Agama Kristen [W]
2512|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180901 Agama Islam [W]
2513|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184201 - Pemrograman Lanjut
2514|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180313 Algoritma & Pemrograman [W]
2515|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180312 Mekanika Fluida [W]
2516|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Mata Kuliah Pilihan 2
2517|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Matematika II
2518|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180311 Elektronika Digital [W]
2519|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180310 Dasar Sistem Instrumentasi [W]
2520|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Wawasan dan Aplikasi Teknologi
2521|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180309 Termodinamika Terapan [W]
2522|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180308 Gelombang [W]
2523|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Fisika Dasar II
2524|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180307 Dinamika Sistem [W]
2525|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Pemasaran (pengayaan)
2526|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Antarmuka
2527|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Komunikasi Visual Branding
2528|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184305 - Sistem Operasi
2529|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengantar Teknik Geospasial
2530|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EW184004 - Metode Numerik
2531|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180420 HSEQ [W]
2532|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184304 - Struktur Data dan Analisa Algoritma
2533|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180419 Menggambar Instrumen [W]
2534|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Kimia Dasar
2535|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184303 - Rangkaian Elektronika
2536|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180418 Elektromagnetik [W]
2537|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Technopreneurship
2538|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180417 Sistem Konversi Daya Listrik [W]
2539|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184302 - Sistem Telekomunikasi
2540|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Marketing Desain
2541|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180416 Sistem Pengolahan Sinyal [W]
2542|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184301 - Aljabar Linier dan Matematika Diskrit
2543|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180415 Pemrograman Mikroprosesor & Mikrokontroler [W]
2544|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Apresiasi Desain
2545|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Kimia Lingkungan
2546|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180414 Teknologi Sensor & Transducer [W]
2547|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Kerja Praktek
2548|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180527 Etika Rekayasa & Kerja Praktek [W]
2549|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180526 Teknik Perawatan dan Perbaikan [W]
2550|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Komunikasi Visual Konseptual
2551|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184406 - Probabilitas dan Statistik
2552|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180525 Perpindahan Panas & Massa [W]
2553|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180524 Sistem Instrumentasi Industri [B]
2554|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengelolaan Sumber Daya Air
2555|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180523 Standar & Kode Instrumentasi [W]
2556|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180522 Teknik Otomasi [W]
2557|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184405 - Rangkaian Digital dan Lab
2558|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180521 Probabilitas & Statistik [W]
2559|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Manajemen Desain
2560|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184404 - Pengolahan Sinyal Digital
2561|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184403 - Sistem Manajemen Basis Data
2562|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Tugas Akhir
2563|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180916 Wawasan dan Aplikasi Teknologi [W]
2564|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184402 - Persamaan Differensial dan Deret Untuk Teknik
2565|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180629 Tugas Akhir [W]
2566|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184401 - Desain dan Rekayasa Sistem
2567|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|VI180628 Perancangan Sistem Kontrol Proses [W]
2568|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|UG180915 Teknopreneur [W]
2569|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pencemaran Udara dan Perubahan Iklim
2570|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC1849XX - MK Pilihan 1
2571|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Komik
2572|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184505 - Sistem Mikroprosesor dan Mikrokontroller
2573|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Mekanika Tanah dan Geohidrologi
2574|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184504 - Pengolahan Citra dan Video - A
2575|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Fotografi Eksperimen
2576|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184503 - Pembelajaran Mesin
2577|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184502 - Arsitektur dan Organisasi Sistem Komputer - A
2578|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Sinematografi
2579|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Hidrolika
2580|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Merchandise
2581|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184501 - Jaringan Komputer dan Lab
2582|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengetahuan Struktur
2583|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Editorial
2584|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Periklanan Lanjutan
2585|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Unit Proses Biologis Teknik Lingkungan
2586|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Kemasan
2587|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Animasi dan Game Digital
2588|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Branding Kawasan
2589|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Desain Komunikasi Visual|Desain Motif Grafis
2590|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Teknologi Informasi|IT1841001 - Pemrograman Berorientasi Objek - A
2591|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Pengantar Perencanaan Wilayah dan Kota
2592|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|Pengantar Ilmu Kebumian
2593|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|kode-kelas- A
2594|Fakultas Vokasi (F Vok.)|Teknik Elektro Otomasi|TE188001-Rangakian Listrik-A
2595|Fakultas Vokasi (F Vok.)|Statistika Bisnis|VS180301 - METODE REGRESI - A
2596|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK2310980-Kimia Analisa-A
2597|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184101 Anatomi dan Fisiologi
2598|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|Uji Coba
2599|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|Bisnis Perkapalan
2600|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL184342 - Kimia Dasar - A
2601|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184305 - Mekanika Fluida
2602|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|HIDRODINAMIKA
2603|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Magister Managemen Teknologi|Manajemen Operasional
2604|UPT Penyelenggara Mata Kuliah Sosial Humaniora|S1|tes
2605|Fakultas Vokasi (F Vok.)|Statistika Bisnis|VS180301 - METODE REGRESI - B
2606|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184102-Pengantar Arsitektur
2607|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EW184001 Pengantar Teknologi Elektro
2608|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184202-Dasar Struktur dan Konstruksi Bangunan
2609|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EW184002 Dasar Pemrograman
2610|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|KM184101 Matematika 1
2611|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|SF184101 Fisika 1
2612|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184911 Pancasila
2613|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184914 Bahasa Inggris
2614|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EW184003 Rangkaian Listrik
2615|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|KM184201 Matematika 2
2616|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|SK184101 Kimia 1
2617|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184303-Metode Perancangan dan Penelitian Arsitektur
2618|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184901 Agama Islam
2619|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184902 Agama Kristen
2620|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184903 Agama Katolik
2621|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184904 Agama Hindu
2622|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184304-Struktur dan Konstruksi Arsitektural
2623|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184905 Agama Budha
2624|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184305-Dasar Perumahan dan Permukiman
2625|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184912 Bahasa Indonesia
2626|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184913 Kewarganegaraan
2627|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184306-Sains dan Teknologi Arsitektur
2628|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|SF184202 Fisika 2
2629|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184301-Perancangan Arsitektur 1
2630|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184306 Rangkaian Listrik Lanjut dan Laboratorium
2631|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184302-Asas Perancangan Arsitektur 1
2632|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184305 Dasar Sistem Komunikasi dan Laboratorium
2633|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184304 Matematika Teknik
2634|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184303 Dasar Elektronika dan Laboratorium
2635|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184302 Probabilitas dan Statistika
2636|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184301 Dasar Bioelektrokimia
2637|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184403 Dasar Biomekanika
2638|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184404 Kelistrikan Biomedika
2639|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184405 Teknik Digital dan Laboratorium
2640|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EW184004 Metode Numerik
2641|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184401 Dasar Pengolahan Sinyal
2642|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184402 Dasar Sistem Pengaturan dan Laboratorium
2643|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184504 Pengolahan Sinyal Biomedika dan Laboratorium
2644|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184506 Biomodeling
2645|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184505 Biomaterial
2646|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184503 Instrumentasi Biomedika dan Laboratorium
2647|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184502 Sensor dan Transduser Biomedika
2648|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184501 Dasar Mikroprosesor dan Mikrokontroller
2649|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184602 Proyek Disain
2650|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|UG184915 Teknopreneur
2651|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184605 Pencitraan Biomedika
2652|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184604 Sistem Mikroelektronika Biomedika
2653|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184603 Dasar Sistem Cerdas
2654|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184601 Teknik Biomagnetika
2655|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184703 Kerja Praktek
2656|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184702 Pra Tugas Akhir
2657|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184701 Biocybernetics
2658|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184804 Teknik Klinika
2659|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184803 Tugas Akhir
2660|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184802 Analisa Sinyal Nonstationer
2661|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184801 Human-Machine Interaction
2662|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184901 Rancangan Sistem Instrumentasi Biomedika Cerdas
2663|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184903 Sistem Diagnosis Berbasis Decision Support System
2664|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184902 Sistem Telemedicine
2665|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184904 Teknologi Assistif dan Welfar
2666|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184905 Robotika Medika
2667|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184906 Teknik Rehabilitasi
2668|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184907 Pencitraan Ultrasonik
2669|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184908 Pengolahan Citra Medika
2670|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184909 Multimodal Biomedical Image Analysis
2671|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184910 Manajemen Informasi Medika
2672|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184911 Database Medika dan Optimasi
2673|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|EB184912 Komputasi Genomik
2674|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184403-Arsitektur Lansekap
2675|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184404-Dasar Perancangan Kota
2676|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184405-Utilitas Bangunan
2677|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184406-Teori Arsitektur
2678|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184401-Perancangan Arsitektur 2
2679|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184402-Asas Perancangan Arsitektur 2
2680|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184503-Arsitektur Eksperimental
2681|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184504-Ekologi Arsitektur
2682|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184505-Arsitektur Nusantara
2683|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184506-Arsitektur Digital (Pilihan)
2684|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184507-Rekayasa Arsitektur 1 (Pilihan)
2685|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184508-Ruang Luar (Pilihan)
2686|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184510-Teori Perancangan Kota (Pilihan)
2687|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184511-Perumahan Swadaya (Pilihan)
2688|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184512-Arsitektur Biofilik (Pilihan)
2689|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184513-Iklim dan Geografi Arsitektur Nusantara (Pilihan)
2690|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184514-Tektonika (Pilihan)
2691|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184501-Perancangan Arsitektur 3
2692|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|Pengantar Manajemen Bisnis
2693|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184502-Asas Perancangan Arsitektur 3
2694|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184509-Arsitektur dan Perilaku (Pilihan)
2695|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184603-Sejarah Arsitektur
2696|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184605-Perancangan Algoritmik (Pilihan)
2697|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184606-BIM 1 (Pilihan)
2698|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184607-Lansekap Inovatif (Pilihan)
2699|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184608-Rekayasa Arsitektur 2 (Pilihan)
2700|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184609-Prosedur Perancangan Kota (Pilihan)
2701|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184610-Perumahan Formal (Pilihan)
2702|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184611-Arsitektur Tropis (Pilihan)
2703|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184612-Estetika Arsitektur Nusantara (Pilihan)
2704|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184613-Stilistika (Pilihan)
2705|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|Ekonomi Mikro
2706|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184601-Perancangan Arsitektur 4
2707|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184602-Asas Perancangan Arsitektur 4
2708|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184604-Perancangan Berkelanjutan (Pilihan)
2709|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|Pengantar Akuntansi Kelas C
2710|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184947 - Interaksi Komputer Manusia
2711|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184946 - Soft Computing dan Deep Learning
2712|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184945 - Grafika Komputer
2713|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184944 - Informatika Medis
2714|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184943 - Forensik Digital
2715|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184942 - Komputasi Ubiquitous
2716|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184941 - Mobile Programming
2717|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184934 - Web Intelligence dan Big Data
2718|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184933 - Sistem Komputasi Grid dan Cloud
2719|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184932 - Komputasi Terdistribusi
2720|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184931 - Jaringan Komputer Lanjut
2721|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184924 - Probabilistic Robotic
2722|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184923 - Pemrograman Mobile Robot
